id,experiences_offered,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
20536417,none,5293283,Noah,2013-03-02,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Gastown,1,1,t,f,"Vancouver, BC, Canada",Gastown,Downtown Eastside,,Vancouver,BC,V6A 0A5,Vancouver,"Vancouver, Canada",CA,Canada,49.28357499,-123.1034297,t,Loft,Entire home/apt,4,1,1,1,Real Bed,,300.00,,,0.00,80.00,2,$30.00 ,3,1125,3,3,1125,1125,3,1125,4 weeks ago,t,0,0,6,280,2019-02-06,23,17,2017-09-09,2018-11-13,100,10,10,10,10,10,9,t,18-595435,t,f,moderate,f,f,1,1,0,0,1.34
20536952,none,9471420,Edward,2013-10-16,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,t,West End,1,1,t,t,"Vancouver, BC, Canada",West End,West End,,Vancouver,BC,V6G 1N1,Vancouver,"Vancouver, Canada",CA,Canada,49.28913929,-123.1406214,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,,133.00,,,600.00,50.00,2,$50.00 ,2,21,2,2,21,21,2,21,today,t,7,29,38,60,2019-02-06,111,76,2017-09-15,2019-01-31,98,10,10,10,10,10,10,t,18-549755,t,f,strict_14_with_grace_period,f,f,1,1,0,0,6.53
20541307,none,13716547,Grace,2014-03-30,"Queensland, Australia",N/A,N/A,N/A,f,Kitsilano,1,1,t,t,"Vancouver, BC, Canada",Kitsilano,Kitsilano,,Vancouver,BC,V6K 3V9,Vancouver,"Vancouver, Canada",CA,Canada,49.26943909,-123.1656288,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,,85.00,,,500.00,55.00,2,$25.00 ,3,15,3,3,15,15,3,15,5 months ago,t,0,0,0,0,2019-02-06,13,6,2017-09-01,2018-09-13,92,10,10,10,9,10,9,t,18-590219,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.74
20541970,none,112428771,Valeria,2017-01-20,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Grandview-Woodland,7,7,t,t,"Vancouver, BC, Canada",Grandview-Woodland,Grandview-Woodland,,Vancouver,BC,V5L 2C6,Vancouver,"Vancouver, Canada",CA,Canada,49.27794789,-123.0711229,t,House,Shared room,1,3,1,1,Real Bed,,39.00,,,0.00,0.00,1,$0.00 ,30,1125,30,30,1125,1125,30,1125,3 weeks ago,t,30,60,90,365,2019-02-06,8,4,2017-08-20,2018-08-28,83,8,8,10,10,9,9,t,,f,f,strict_14_with_grace_period,f,f,7,0,0,7,0.45
20542090,none,112428771,Valeria,2017-01-20,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Grandview-Woodland,7,7,t,t,"Vancouver, BC, Canada",Grandview-Woodland,Grandview-Woodland,,Vancouver,BC,V5L 2C6,Vancouver,"Vancouver, Canada",CA,Canada,49.27796834,-123.0731716,t,House,Shared room,6,3,1,1,Real Bed,,49.00,,,0.00,0.00,1,$49.00 ,30,1125,30,30,1125,1125,30,1125,3 weeks ago,t,30,60,90,365,2019-02-06,8,7,2017-09-04,2018-09-24,73,7,7,8,7,8,7,t,,f,f,strict_14_with_grace_period,f,f,7,0,0,7,0.46
20542978,none,124635937,Athena,2017-04-06,"Vancouver, British Columbia, Canada",within a few hours,80%,N/A,f,Fraserview,6,6,t,t,"Vancouver, BC, Canada",,Victoria-Fraserview,,Vancouver,BC,V5R 3C2,Vancouver,"Vancouver, Canada",CA,Canada,49.22969085,-123.050888,t,House,Private room,2,1,1,1,Real Bed,,45.00,,,,50.00,2,$15.00 ,1,1125,1,1,1125,1125,1,1125,5 months ago,t,30,60,90,365,2019-02-06,5,3,2017-08-20,2018-09-16,80,7,8,8,8,7,8,t,18-551761,t,f,strict_14_with_grace_period,f,f,6,0,6,0,0.28
20545134,none,74142321,Jack,2016-05-26,"Whistler, British Columbia, Canada",N/A,N/A,N/A,f,Kitsilano,1,1,t,f,"Vancouver, BC, Canada",Kitsilano,Kitsilano,,Vancouver,BC,V5V 1W7,Vancouver,"Vancouver, Canada",CA,Canada,49.26632335,-123.1709337,t,Apartment,Entire home/apt,1,1,1,1,Real Bed,,38.00,,,,,1,$0.00 ,30,1125,30,30,1125,1125,30,1125,4 weeks ago,t,0,0,25,25,2019-02-06,0,0,,,,,,,,,,t,,f,f,flexible,f,f,1,1,0,0,
20555247,none,129667696,Igor,2017-05-10,CA,within an hour,100%,N/A,t,Hastings-Sunrise,2,2,t,f,"Vancouver, BC, Canada",Hastings-Sunrise,Hastings-Sunrise,,Vancouver,BC,V5M 1N6,Vancouver,"Vancouver, Canada",CA,Canada,49.26667787,-123.0420015,t,Guesthouse,Entire home/apt,4,1,2,3,Real Bed,,139.00,,,,,1,$0.00 ,2,1125,1,5,1125,1125,3.7,1125,today,t,4,20,36,133,2019-02-06,112,96,2017-11-05,2019-01-29,99,10,10,10,10,10,10,t,18-550369,f,f,moderate,f,f,2,2,0,0,7.32
20555928,none,25918753,Colin,2015-01-11,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Hastings-Sunrise,21,21,t,t,"Vancouver, BC, Canada",Renfrew-Collingwood,Renfrew-Collingwood,,Vancouver,BC,V5M 3K9,Vancouver,"Vancouver, Canada",CA,Canada,49.25701714,-123.0437905,f,House,Private room,2,2,1,1,Real Bed,,50.00,,,,50.00,1,$15.00 ,1,1125,1,1,1125,1125,1,1125,today,t,9,39,60,60,2019-02-06,40,30,2017-09-08,2019-01-22,96,10,9,10,10,10,10,t,18-559486,t,f,moderate,f,f,19,2,17,0,2.32
20559146,none,33057368,Thi Minh Hien,2015-05-10,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Renfrew-Collingwood,2,2,t,f,"Vancouver, BC, Canada",Renfrew-Collingwood,Renfrew-Collingwood,,Vancouver,BC,V5R 1A2,Vancouver,"Vancouver, Canada",CA,Canada,49.2499076,-123.0547651,t,House,Private room,2,1,1,1,Real Bed,,105.00,,,150.00,15.00,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,3 weeks ago,t,5,5,5,5,2019-02-06,151,99,2017-08-29,2019-01-29,97,10,10,10,10,10,10,t,19-162674,t,f,moderate,f,f,1,0,1,0,8.6
20573667,none,20045036,April And AJ,2014-08-15,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,f,,5,5,t,f,"Vancouver, BC, Canada",Riley Park,Riley Park,,Vancouver,BC,V5V 2C6,Vancouver,"Vancouver, Canada",CA,Canada,49.24922251,-123.0959026,f,House,Private room,2,1,1,,Real Bed,,55.00,,,,7.00,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,2 weeks ago,t,17,45,74,74,2019-02-06,73,56,2017-08-29,2018-12-28,91,10,9,10,10,10,9,t,18-557736,t,f,strict_14_with_grace_period,f,f,5,0,5,0,4.16
20573961,none,20045036,April And AJ,2014-08-15,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,f,,5,5,t,f,"Vancouver, BC, Canada",Riley Park,Riley Park,,Vancouver,BC,V5V 2C6,Vancouver,"Vancouver, Canada",CA,Canada,49.24990468,-123.0953981,f,House,Private room,2,1,1,,Real Bed,,52.00,,,,7.00,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,2 days ago,t,6,33,62,62,2019-02-06,77,59,2017-09-04,2019-01-22,90,9,9,10,10,10,9,t,19-161455,t,f,strict_14_with_grace_period,f,f,5,0,5,0,4.43
20592366,none,45662126,Lovely Vancouver,2015-10-03,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Riley Park,9,9,t,t,"Vancouver, BC, Canada",,Riley Park,,Vancouver,BC,V5Y 2H8,Vancouver,"Vancouver, Canada",CA,Canada,49.25006547,-123.1087059,t,House,Private room,2,1.5,1,1,Real Bed,,70.00,,,131.00,18.00,1,$13.00 ,1,1125,1,2,1125,1125,1.3,1125,today,t,18,45,45,45,2019-02-06,41,24,2017-08-27,2019-01-21,95,10,10,10,10,10,9,t,19-163109,f,f,strict_14_with_grace_period,f,f,8,0,8,0,2.33
20592744,none,130193056,Fiona,2017-05-13,CA,within an hour,100%,N/A,f,Burnaby,9,9,t,f,"Vancouver, BC, Canada",Killarney,Killarney,,Vancouver,BC,V5R 4M7,Vancouver,"Vancouver, Canada",CA,Canada,49.23067414,-123.0317605,t,House,Private room,2,1,1,1,Real Bed,,75.00,,,300.00,65.00,1,$18.00 ,1,25,1,1,25,25,1,25,3 days ago,t,19,49,78,78,2019-02-06,24,18,2017-08-29,2019-01-23,93,9,10,10,10,9,9,t,18-598686,t,f,strict_14_with_grace_period,f,f,8,3,5,0,1.37
20618914,none,58353078,Jeremy,2016-02-11,CA,within a day,50%,N/A,f,Killarney,1,1,t,f,"Vancouver, BC, Canada",Killarney,Killarney,,Vancouver,BC,V5S 4N8,Vancouver,"Vancouver, Canada",CA,Canada,49.22881129,-123.0322072,t,Guest suite,Entire home/apt,4,1,2,2,Real Bed,,75.00,,,200.00,70.00,2,$10.00 ,1,19,1,1,19,19,1,19,2 months ago,t,0,15,45,134,2019-02-06,4,4,2018-10-14,2018-11-04,87,9,10,10,10,10,9,t,18-629387,f,f,strict_14_with_grace_period,f,f,1,1,0,0,1.03
20623507,none,41498749,Grady,2015-08-14,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Gastown,2,2,t,f,"Vancouver, BC, Canada",Gastown,Downtown Eastside,,Vancouver,BC,V6A 1B2,Vancouver,"Vancouver, Canada",CA,Canada,49.28374259,-123.1026983,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,,299.00,,,,,1,$0.00 ,2,30,2,2,30,30,2,30,2 days ago,t,8,28,40,83,2019-02-06,90,64,2017-09-18,2019-01-21,97,10,10,10,10,10,10,t,Licence number 18-611710,t,f,moderate,f,f,2,2,0,0,5.33
20634649,none,26558293,Kirsten,2015-01-22,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Mount Pleasant,1,1,t,t,"Vancouver, BC, Canada",Mount Pleasant,Mount Pleasant,,Vancouver,BC,V5Y 1L4,Vancouver,"Vancouver, Canada",CA,Canada,49.26600271,-123.1051793,t,Guesthouse,Entire home/apt,3,1,1,1,Real Bed,,70.00,,,150.00,75.00,2,$50.00 ,2,20,2,2,20,20,2,20,a week ago,t,0,0,2,58,2019-02-06,49,45,2017-12-14,2018-11-11,93,10,9,10,10,10,9,t,18-570846,t,f,moderate,f,f,1,1,0,0,3.5
20636855,none,40772079,Jennifer,2015-08-07,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,f,Kerrisdale,8,8,t,f,"Vancouver, BC, Canada",Marpole,Marpole,,Vancouver,BC,V6P 3X7,Vancouver,"Vancouver, Canada",CA,Canada,49.21450744,-123.1301531,t,House,Private room,2,1,1,1,Real Bed,,105.00,,,0.00,25.00,2,$10.00 ,2,1125,2,2,1125,1125,2,1125,6 weeks ago,t,0,6,36,125,2019-02-06,9,8,2017-09-04,2019-01-26,87,9,9,10,8,9,9,t,19-161886,t,f,moderate,f,f,8,0,8,0,0.52
20638521,none,40772079,Jennifer,2015-08-07,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,f,Kerrisdale,8,8,t,f,"Vancouver, BC, Canada",Marpole,Marpole,,Vancouver,BC,V6P 3X7,Vancouver,"Vancouver, Canada",CA,Canada,49.21573216,-123.128558,t,House,Private room,2,1,1,1,Real Bed,,98.00,,,0.00,25.00,2,$10.00 ,2,1125,2,2,1125,1125,2,1125,6 days ago,t,11,41,71,160,2019-02-06,18,17,2017-09-09,2018-11-17,83,9,8,9,9,10,9,t,19-161886,t,f,moderate,f,f,8,0,8,0,1.05
20638698,none,40772079,Jennifer,2015-08-07,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,f,Kerrisdale,8,8,t,f,"Vancouver, BC, Canada",Marpole,Marpole,,Vancouver,BC,V6P 3X7,Vancouver,"Vancouver, Canada",CA,Canada,49.21507732,-123.128438,t,House,Private room,2,1,1,1,Real Bed,,92.00,,,0.00,25.00,2,$10.00 ,2,1125,2,2,1125,1125,2,1125,4 weeks ago,t,7,37,67,156,2019-02-06,15,15,2018-06-25,2019-01-01,85,9,9,10,9,9,9,t,19-161886,t,f,moderate,f,f,8,0,8,0,1.98
20639892,none,112428771,Valeria,2017-01-20,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Grandview-Woodland,7,7,t,t,"Vancouver, BC, Canada",Grandview-Woodland,Grandview-Woodland,,Vancouver,BC,V5L 2C6,Vancouver,"Vancouver, Canada",CA,Canada,49.27880243,-123.0711542,t,House,Shared room,1,3,1,1,Real Bed,,39.00,,,0.00,0.00,1,$0.00 ,30,1125,30,30,1125,1125,30,1125,3 weeks ago,t,30,60,90,365,2019-02-06,11,7,2017-08-29,2018-10-15,75,7,7,9,9,9,7,t,,f,f,strict_14_with_grace_period,f,f,7,0,0,7,0.63
20642417,none,11423475,Gule,2014-01-18,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,f,Yaletown,4,4,t,f,"Vancouver, BC, Canada",Yaletown,Downtown,,Vancouver,BC,V6B 3B6,Vancouver,"Vancouver, Canada",CA,Canada,49.27629801,-123.1193161,t,Condominium,Private room,2,1,1,1,Real Bed,,100.00,,,500.00,75.00,1,$50.00 ,30,60,30,30,60,60,30,60,4 weeks ago,t,0,0,0,0,2019-02-06,26,25,2017-09-04,2018-09-30,93,9,9,10,10,10,9,t,,f,f,strict_14_with_grace_period,f,f,3,1,1,1,1.5
20663759,none,8065052,Birand,2013-08-10,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Commercial Drive,12,12,t,t,"Vancouver, BC, Canada",Grandview-Woodland,Grandview-Woodland,,Vancouver,BC,V5N 4X6,Vancouver,"Vancouver, Canada",CA,Canada,49.2639469,-123.0596043,t,House,Shared room,1,2,1,1,Real Bed,,49.00,,,0.00,0.00,1,$49.00 ,30,1125,30,30,1125,1125,30,1125,3 weeks ago,t,27,57,87,362,2019-02-06,16,15,2018-01-01,2018-09-13,88,9,8,10,9,9,9,t,,f,f,strict_14_with_grace_period,f,f,5,0,0,5,1.19
20664554,none,24978264,Nish,2014-12-18,"Vancouver, British Columbia, Canada",within a day,50%,N/A,f,,1,1,t,t,"Vancouver, BC, Canada",Downtown Vancouver,Downtown,,Vancouver,BC,V6B,Vancouver,"Vancouver, Canada",CA,Canada,49.28030381,-123.1087182,f,Condominium,Private room,2,1,1,1,Real Bed,,150.00,,,0.00,35.00,1,$22.00 ,2,1125,2,2,1125,1125,2,1125,2 months ago,t,5,5,11,286,2019-02-06,52,40,2017-09-02,2018-11-04,88,9,9,10,10,9,9,t,18-584510,t,f,strict_14_with_grace_period,f,f,1,0,1,0,2.98
20665148,none,130193056,Fiona,2017-05-13,CA,within an hour,100%,N/A,f,Burnaby,9,9,t,f,"Vancouver, BC, Canada",Killarney,Killarney,,Vancouver,BC,V5R 4M7,Vancouver,"Vancouver, Canada",CA,Canada,49.23098322,-123.031167,t,House,Private room,2,1,1,1,Real Bed,,45.00,,,200.00,50.00,1,$15.00 ,1,25,1,1,25,25,1,25,3 days ago,t,8,38,67,67,2019-02-06,21,16,2017-08-28,2018-12-14,88,9,9,10,10,9,9,t,18-598686,t,f,strict_14_with_grace_period,f,f,8,3,5,0,1.19
20665399,none,121540800,Beth,2017-03-19,"Vancouver, British Columbia, Canada",within a few hours,58%,N/A,f,Fraserview,2,2,t,f,"Vancouver, BC, Canada",Fraserview,Victoria-Fraserview,,Vancouver,BC,V5P 2Z2,Vancouver,"Vancouver, Canada",CA,Canada,49.22333778,-123.0761024,f,House,Private room,2,1,1,2,Real Bed,,50.00,,,150.00,15.00,1,$10.00 ,1,1125,1,1,1125,1125,1,1125,3 days ago,t,16,46,76,165,2019-02-06,17,17,2018-05-18,2018-11-25,89,9,9,10,10,9,10,t,18-578958,f,f,moderate,f,f,2,0,2,0,1.92
20665494,none,130193056,Fiona,2017-05-13,CA,within an hour,100%,N/A,f,Burnaby,9,9,t,f,"Vancouver, BC, Canada",,Killarney,,Vancouver,BC,V5R 4M7,Vancouver,"Vancouver, Canada",CA,Canada,49.23150171,-123.0304481,t,Guest suite,Entire home/apt,3,1,2,2,Real Bed,,70.00,,,300.00,60.00,1,$15.00 ,1,25,1,1,25,25,1,25,today,t,17,38,67,67,2019-02-06,28,13,2017-08-28,2019-01-19,84,9,9,10,10,9,9,t,18-598686,t,f,strict_14_with_grace_period,f,f,8,3,5,0,1.59
20692262,none,5960474,Kerry,2013-04-16,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,West End,1,1,t,f,"Vancouver, BC, Canada",West End,West End,,Vancouver,BC,V6G 3A5,Vancouver,"Vancouver, Canada",CA,Canada,49.28600897,-123.1364172,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,,150.00,,,,30.00,1,$0.00 ,3,1125,3,3,1125,1125,3,1125,2 months ago,t,0,0,0,0,2019-02-06,3,2,2017-09-06,2018-09-23,100,10,10,10,10,10,10,t,18-617748,f,f,moderate,f,f,1,1,0,0,0.17
20694995,none,108370421,Kaiyi,2016-12-24,"Vancouver, British Columbia, Canada",within a few hours,100%,N/A,f,Kerrisdale,4,4,t,f,"Vancouver, BC, Canada",Fraserview,Victoria-Fraserview,,Vancouver,BC,V5P 2K4,Vancouver,"Vancouver, Canada",CA,Canada,49.21371353,-123.0646805,f,House,Entire home/apt,8,2,4,4,Real Bed,,228.00,,,150.00,140.00,6,$25.00 ,3,1125,3,3,1125,1125,3,1125,3 days ago,t,20,43,72,72,2019-02-06,35,27,2017-09-13,2019-01-05,87,9,9,9,9,9,9,t,19-162837,f,f,flexible,f,f,3,3,0,0,2.05
20697602,none,3153107,Amy,2012-08-04,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Marpole,6,6,t,t,"Vancouver, BC, Canada",Marpole,Marpole,,Vancouver,BC,V5X 2J3,Vancouver,"Vancouver, Canada",CA,Canada,49.21300348,-123.1148471,t,House,Private room,2,1.5,1,1,Real Bed,,150.00,,,300.00,45.00,1,$25.00 ,2,180,2,2,180,180,2,180,a week ago,t,28,52,52,52,2019-02-06,18,14,2017-09-23,2018-10-05,93,10,9,10,10,10,9,t,19-160970,f,f,moderate,f,f,6,0,6,0,1.08
20698187,none,3153107,Amy,2012-08-04,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Marpole,6,6,t,t,"Vancouver, BC, Canada",Marpole,Marpole,,Vancouver,BC,V5X 2J3,Vancouver,"Vancouver, Canada",CA,Canada,49.21305904,-123.1162036,t,House,Private room,2,1.5,1,1,Real Bed,,130.00,,,300.00,40.00,1,$25.00 ,2,180,2,2,180,180,2,180,a week ago,t,20,44,44,44,2019-02-06,24,22,2017-09-19,2018-12-26,95,10,10,10,10,10,10,t,19-160970,f,f,moderate,f,f,6,0,6,0,1.42
20698278,none,3153107,Amy,2012-08-04,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Marpole,6,6,t,t,"Vancouver, BC, Canada",Marpole,Marpole,,Vancouver,BC,V5X 2J3,Vancouver,"Vancouver, Canada",CA,Canada,49.21265348,-123.1159269,t,House,Private room,2,1.5,1,1,Real Bed,,110.00,,,300.00,35.00,1,$25.00 ,2,180,2,2,180,180,2,180,a week ago,t,0,24,24,24,2019-02-06,22,19,2017-09-15,2018-10-08,97,10,10,10,10,10,10,t,19-160970,f,f,moderate,f,f,6,0,6,0,1.29
20699158,none,137398000,Li,2017-06-27,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Oakridge,4,4,t,f,"Vancouver, BC, Canada",Oakridge,Oakridge,,Vancouver,BC,,Vancouver,"Vancouver, Canada",CA,Canada,49.22822644,-123.1142924,f,House,Private room,2,1,1,2,Real Bed,,55.00,,,200.00,25.00,1,$0.00 ,1,1125,1,1,1125,1125,1,1125,2 months ago,t,16,43,70,141,2019-02-06,113,101,2017-09-14,2019-01-11,97,10,10,10,10,10,10,t,19-161972,t,f,moderate,f,f,3,0,3,0,6.63
20712302,none,9452051,Sandra,2013-10-15,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Riley Park,9,9,t,t,"Vancouver, BC, Canada",,Riley Park,,Vancouver,BC,V5Y 2C5,Vancouver,"Vancouver, Canada",CA,Canada,49.2536713,-123.1107639,t,House,Entire home/apt,6,2,2,4,Real Bed,,199.00,,,0.00,120.00,4,$25.00 ,3,1125,2,15,1125,1125,6.1,1125,today,t,3,20,21,48,2019-02-06,66,40,2017-09-10,2019-01-31,98,10,10,10,10,10,10,t,19-182833,t,f,strict_14_with_grace_period,f,f,2,2,0,0,3.84
20716062,none,143937430,Stephanie,2017-08-02,"West Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Fairview,4,4,t,f,"Vancouver, BC, Canada",Fairview,Fairview,,Vancouver,BC,V6J 2E1,Vancouver,"Vancouver, Canada",CA,Canada,49.26165665,-123.139132,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,,126.00,,,200.00,50.00,1,$0.00 ,2,90,1,2,90,90,1.6,90,a week ago,t,10,26,40,89,2019-02-06,54,46,2017-11-05,2019-01-18,77,9,9,9,9,10,8,t,19-161566,t,f,strict_14_with_grace_period,f,f,4,4,0,0,3.53
20725418,none,12333025,Jed,2014-02-17,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Downtown Vancouver,3,3,t,f,"Vancouver, BC, Canada",Downtown Vancouver,Downtown,,Vancouver,BC,V6Z 1V6,Vancouver,"Vancouver, Canada",CA,Canada,49.28035258,-123.125228,t,Serviced apartment,Entire home/apt,4,1,1,2,Real Bed,,209.00,,,0.00,99.00,4,$20.00 ,3,1125,3,3,1125,1125,3,1125,6 months ago,t,0,0,0,0,2019-02-06,2,2,2018-08-01,2018-08-04,100,9,10,10,10,10,10,t,Exempt,f,f,strict_14_with_grace_period,f,f,3,3,0,0,0.32
20726603,none,83864178,Ryan,2016-07-15,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Mount Pleasant,2,2,t,f,"Vancouver, BC, Canada",Mount Pleasant,Mount Pleasant,,Vancouver,BC,V5T 1Y4,Vancouver,"Vancouver, Canada",CA,Canada,49.26388297,-123.0856734,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,,139.00,,,600.00,49.00,1,$40.00 ,30,1125,30,30,1125,1125,30,1125,3 months ago,t,28,58,87,87,2019-02-06,5,3,2017-09-18,2018-07-27,85,9,7,9,10,9,9,t,,t,f,flexible,f,f,1,1,0,0,0.3
20726996,none,12333025,Jed,2014-02-17,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Downtown Vancouver,3,3,t,f,"Vancouver, BC, Canada",Downtown Vancouver,Downtown,,Vancouver,BC,V6Z 1V6,Vancouver,"Vancouver, Canada",CA,Canada,49.27893096,-123.1251952,t,Serviced apartment,Entire home/apt,4,1,2,2,Real Bed,,209.00,,,0.00,99.00,4,$20.00 ,3,1125,3,3,1125,1125,3,1125,7 months ago,t,0,0,0,0,2019-02-06,4,3,2017-09-30,2018-09-24,100,10,10,10,10,10,10,t,Exempt,f,f,strict_14_with_grace_period,f,f,3,3,0,0,0.24
20730379,none,20590498,Simone,2014-08-27,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,t,Downtown Vancouver,2,2,t,f,"Vancouver, BC, Canada",Downtown Vancouver,West End,,Vancouver,BC,V6E 4R7,Vancouver,"Vancouver, Canada",CA,Canada,49.27891585,-123.1304806,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,,188.00,,,250.00,125.00,2,$30.00 ,30,1125,30,30,1125,1125,30,1125,yesterday,t,5,5,24,263,2019-02-06,42,32,2017-09-03,2018-12-30,96,10,10,10,10,10,10,t,,f,f,strict_14_with_grace_period,f,f,1,1,0,0,2.41
20743705,none,148563303,Jet,2017-08-31,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,t,Mount Pleasant,1,1,t,f,"Vancouver, BC, Canada",Mount Pleasant,Mount Pleasant,,Vancouver,BC,�� V5T 0E3,Vancouver,"Vancouver, Canada",CA,Canada,49.26918126,-123.1025191,t,Condominium,Private room,2,1,1,1,Real Bed,,144.00,,,125.00,20.00,1,$0.00 ,1,14,1,1,14,14,1,14,today,t,5,35,63,88,2019-02-06,126,90,2017-09-24,2019-01-25,96,10,10,10,10,10,9,t,18-609099,f,f,strict_14_with_grace_period,f,f,1,0,1,0,7.54
20744422,none,131313505,Ray,2017-05-21,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,,1,1,t,f,"Vancouver, BC, Canada",,Downtown,,Vancouver,BC,V6Z2X4,Vancouver,"Vancouver, Canada",CA,Canada,49.27935728,-123.1279014,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,,98.00,,,200.00,40.00,2,$200.00 ,1,1125,1,1,1125,1125,1,1125,5 weeks ago,t,0,0,0,0,2019-02-06,2,1,2017-09-14,2019-01-12,100,10,10,10,10,10,9,t,19-174695,t,f,moderate,f,f,1,1,0,0,0.12
20747473,none,148309400,Tamara,2017-08-29,"Vancouver, British Columbia, Canada",within an hour,100%,N/A,t,Grandview-Woodland,1,1,t,f,"Vancouver, BC, Canada",Grandview-Woodland,Grandview-Woodland,,Vancouver,BC,V5N 1B7,Vancouver,"Vancouver, Canada",CA,Canada,49.26880494,-123.0610898,t,House,Private room,2,1,1,1,Real Bed,,55.00,,,,,1,$0.00 ,1,31,1,1,31,31,1,31,2 days ago,t,16,38,39,39,2019-02-06,188,140,2017-09-20,2019-02-03,96,10,10,10,10,10,10,t,19-162183,t,f,moderate,f,f,1,0,1,0,11.17
20760269,none,112428771,Valeria,2017-01-20,"Vancouver, British Columbia, Canada",N/A,N/A,N/A,f,Grandview-Woodland,7,7,t,t,"Vancouver, BC, Canada",Grandview-Woodland,Grandview-Woodland,,Vancouver,BC,V5L 2C6,Vancouver,"Vancouver, Canada",CA,Canada,49.2775946,-123.0715951,t,House,Shared room,1,3,1,1,Real Bed,,49.00,,,0.00,0.00,1,$69.00 ,30,1125,30,30,1125,1125,30,1125,3 weeks ago,t,0,30,60,335,2019-02-06,4,4,2018-05-25,2018-09-06,95,10,10,10,10,10,10,t,,f,f,strict_14_with_grace_period,f,f,7,0,0,7,0.47
